Temperature,Weather,Weather_Code,UpperWear_Male,LowerWear_Male,Footwear_Male,UpperWear_Female,LowerWear_Female,Footwear_Female
16,Thunderstorm,1092,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
16,Thunderstorm,1093,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
16,Thunderstorm,1094,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
16,Snow,1095,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
16,Snow,1096,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
16,Snow,1097,Sweater,Jeans,Boots,Sweater,Jeans,Boots
16,Foggy,1098,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
16,Foggy,1099,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
16,Foggy,1100,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
16,Haze,1101,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
16,Haze,1102,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
16,Haze,1103,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
16,Windy,1104,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
16,Windy,1105,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
16,Windy,1106,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
16,Tornado,1107,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
16,Tornado,1108,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
16,Tornado,1109,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
17,Clear,1110,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
17,Clear,1111,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
17,Clear,1112,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
17,Clouds,1113,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
17,Clouds,1114,Polo,Chinos,Loafers,Sweater,Jeans,Boots
17,Clouds,1115,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
17,Rainy,1116,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
17,Rainy,1117,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
17,Rainy,1118,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
17,Drizzle,1119,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
17,Drizzle,1120,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
17,Drizzle,1121,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
17,Thunderstorm,1122,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
17,Thunderstorm,1123,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
17,Thunderstorm,1124,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
17,Snow,1125,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
17,Snow,1126,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
17,Snow,1127,Sweater,Jeans,Boots,Sweater,Jeans,Boots
17,Foggy,1128,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
17,Foggy,1129,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
17,Foggy,1130,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
17,Haze,1131,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
17,Haze,1132,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
17,Haze,1133,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
17,Windy,1134,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
17,Windy,1135,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
17,Windy,1136,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
17,Tornado,1137,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
17,Tornado,1138,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
17,Tornado,1139,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
18,Clear,1140,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
18,Clear,1141,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
18,Clear,1142,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
18,Clouds,1143,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
18,Clouds,1144,Polo,Chinos,Loafers,Sweater,Jeans,Boots
18,Clouds,1145,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
18,Rainy,1146,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
18,Rainy,1147,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
18,Rainy,1148,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
18,Drizzle,1149,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
18,Drizzle,1150,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
18,Drizzle,1151,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
18,Thunderstorm,1152,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
18,Thunderstorm,1153,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
18,Thunderstorm,1154,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
18,Snow,1155,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
18,Snow,1156,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
18,Snow,1157,Sweater,Jeans,Boots,Sweater,Jeans,Boots
18,Foggy,1158,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
18,Foggy,1159,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
18,Foggy,1160,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
18,Haze,1161,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
18,Haze,1162,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
18,Haze,1163,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
18,Windy,1164,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
18,Windy,1165,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
18,Windy,1166,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
18,Tornado,1167,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
18,Tornado,1168,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
18,Tornado,1169,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
19,Clear,1170,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
19,Clear,1171,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
19,Clear,1172,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
19,Clouds,1173,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
19,Clouds,1174,Polo,Chinos,Loafers,Sweater,Jeans,Boots
19,Clouds,1175,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
19,Rainy,1176,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
19,Rainy,1177,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
19,Rainy,1178,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
19,Drizzle,1179,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
19,Drizzle,1180,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
19,Drizzle,1181,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
19,Thunderstorm,1182,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
19,Thunderstorm,1183,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
19,Thunderstorm,1184,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
19,Snow,1185,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
19,Snow,1186,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
19,Snow,1187,Sweater,Jeans,Boots,Sweater,Jeans,Boots
19,Foggy,1188,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
19,Foggy,1189,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
19,Foggy,1190,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
19,Haze,1191,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
19,Haze,1192,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
19,Haze,1193,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
19,Windy,1194,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
19,Windy,1195,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
19,Windy,1196,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
19,Tornado,1197,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
19,Tornado,1198,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
19,Tornado,1199,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
20,Clear,1200,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
20,Clear,1201,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
20,Clear,1202,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
20,Clouds,1203,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
20,Clouds,1204,Polo,Chinos,Loafers,Sweater,Jeans,Boots
20,Clouds,1205,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
20,Rainy,1206,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
20,Rainy,1207,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
20,Rainy,1208,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
20,Drizzle,1209,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
20,Drizzle,1210,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
20,Drizzle,1211,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
20,Thunderstorm,1212,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
20,Thunderstorm,1213,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
20,Thunderstorm,1214,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
20,Snow,1215,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
20,Snow,1216,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
20,Snow,1217,Sweater,Jeans,Boots,Sweater,Jeans,Boots
20,Foggy,1218,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
20,Foggy,1219,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
20,Foggy,1220,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
20,Haze,1221,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
20,Haze,1222,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
20,Haze,1223,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
20,Windy,1224,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
20,Windy,1225,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
20,Windy,1226,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
20,Tornado,1227,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
20,Tornado,1228,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
20,Tornado,1229,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
21,Clear,1230,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
21,Clear,1231,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
21,Clear,1232,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
21,Clouds,1233,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
21,Clouds,1234,Polo,Chinos,Loafers,Sweater,Jeans,Boots
21,Clouds,1235,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
21,Rainy,1236,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
21,Rainy,1237,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
21,Rainy,1238,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
21,Drizzle,1239,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
21,Drizzle,1240,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
21,Drizzle,1241,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
21,Thunderstorm,1242,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
21,Thunderstorm,1243,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
21,Thunderstorm,1244,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
21,Snow,1245,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
21,Snow,1246,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
21,Snow,1247,Sweater,Jeans,Boots,Sweater,Jeans,Boots
21,Foggy,1248,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
21,Foggy,1249,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
21,Foggy,1250,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
21,Haze,1251,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
21,Haze,1252,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
21,Haze,1253,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
21,Windy,1254,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
21,Windy,1255,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
21,Windy,1256,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
21,Tornado,1257,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
21,Tornado,1258,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
21,Tornado,1259,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
22,Clear,1260,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
22,Clear,1261,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
22,Clear,1262,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
22,Clouds,1263,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
22,Clouds,1264,Polo,Chinos,Loafers,Sweater,Jeans,Boots
22,Clouds,1265,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
22,Rainy,1266,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
22,Rainy,1267,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
22,Rainy,1268,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
22,Drizzle,1269,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
22,Drizzle,1270,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
22,Drizzle,1271,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
22,Thunderstorm,1272,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
22,Thunderstorm,1273,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
22,Thunderstorm,1274,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
22,Snow,1275,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
22,Snow,1276,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
22,Snow,1277,Sweater,Jeans,Boots,Sweater,Jeans,Boots
22,Foggy,1278,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
22,Foggy,1279,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
22,Foggy,1280,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
22,Haze,1281,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
22,Haze,1282,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
22,Haze,1283,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
22,Windy,1284,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
22,Windy,1285,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
22,Windy,1286,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
22,Tornado,1287,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
22,Tornado,1288,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
22,Tornado,1289,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
23,Clear,1290,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
23,Clear,1291,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
23,Clear,1292,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
23,Clouds,1293,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
23,Clouds,1294,Polo,Chinos,Loafers,Sweater,Jeans,Boots
23,Clouds,1295,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
23,Rainy,1296,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
23,Rainy,1297,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
23,Rainy,1298,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
23,Drizzle,1299,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
23,Drizzle,1300,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
23,Drizzle,1301,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
23,Thunderstorm,1302,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
23,Thunderstorm,1303,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
23,Thunderstorm,1304,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
23,Snow,1305,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
23,Snow,1306,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
23,Snow,1307,Sweater,Jeans,Boots,Sweater,Jeans,Boots
23,Foggy,1308,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
23,Foggy,1309,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
23,Foggy,1310,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
23,Haze,1311,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
23,Haze,1312,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
23,Haze,1313,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
23,Windy,1314,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
23,Windy,1315,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
23,Windy,1316,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
23,Tornado,1317,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
23,Tornado,1318,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
23,Tornado,1319,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
24,Clear,1320,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
24,Clear,1321,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
24,Clear,1322,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
24,Clouds,1323,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
24,Clouds,1324,Polo,Chinos,Loafers,Sweater,Jeans,Boots
24,Clouds,1325,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
24,Rainy,1326,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
24,Rainy,1327,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
24,Rainy,1328,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
24,Drizzle,1329,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
24,Drizzle,1330,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
24,Drizzle,1331,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
24,Thunderstorm,1332,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
24,Thunderstorm,1333,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
24,Thunderstorm,1334,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
24,Snow,1335,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
24,Snow,1336,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
24,Snow,1337,Sweater,Jeans,Boots,Sweater,Jeans,Boots
24,Foggy,1338,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
24,Foggy,1339,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
24,Foggy,1340,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
24,Haze,1341,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
24,Haze,1342,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
24,Haze,1343,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
24,Windy,1344,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
24,Windy,1345,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
24,Windy,1346,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
24,Tornado,1347,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
24,Tornado,1348,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
24,Tornado,1349,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
25,Clear,1350,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
25,Clear,1351,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
25,Clear,1352,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
25,Clouds,1353,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
25,Clouds,1354,Polo,Chinos,Loafers,Sweater,Jeans,Boots
25,Clouds,1355,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
25,Rainy,1356,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
25,Rainy,1357,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
25,Rainy,1358,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
25,Drizzle,1359,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
25,Drizzle,1360,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
25,Drizzle,1361,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
25,Thunderstorm,1362,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
